"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"University of Chemistry and Technology - Faculty of Environmental Technology (ID 21511)","University of Chemistry and Technology - Faculty of Environmental Technology10.35933","open","181","45","false","true"
"University of Chitral (ID 18650)","University of Chitral10.33195","open","57","47","true","true"
"University of Customs and Finance (ID 18174)","University of Customs and Finance10.32836","open","0","620","false","true"
"University of Economics (ID 7594)","University of Economics10.18267","open","3432","630","true","true"
"University of Groningen Press (ID 9293)","University of Groningen10.33612","open","379","439","false","true"
"University of Groningen Press (ID 9293)","University of Groningen Press10.21827","open","379","439","false","true"
"University of Kerbala (ID 19407)","University of Kerbala10.33640","open","97","91","true","true"
"University of Leicester (ID 11863)","University of Leicester10.29311","open","501","190","true","false"
"University of Management and Technology (ID 11688)","University of Management and Technology10.29145","open","186","266","true","false"
"University of Management and Technology (ID 11688)","University of Management and Technology10.32350","open","186","266","true","false"
"University of Miami (ID 14039)","University of Miami10.33596","open","342","69","false","true"
"University of Nebraska Consortium of Libraries - UNCL (ID 14313)","University of Nebraska Consortium of Libraries - UNCL10.13014","open","116","309","false","true"
"University of Nebraska Consortium of Libraries - UNCL (ID 14313)","University of Nebraska Consortium of Libraries - UNCL10.32873","open","116","309","false","true"
"University of New Haven - College of Business (ID 23883)","University of New Haven - College of Business10.37625","open","0","11","false","true"
"University of Pannonia (ID 19787)","University of Pannonia10.33927","open","54","50","true","false"
"University of Rijeka, Faculty of Tourism and Hospitality Management (ID 8526)","University of Rijeka, Faculty of Tourism and Hospitality Management10.20867","open","95","114","true","true"
"University of South Bohemia in Ceske Budejovice (ID 17838)","University of South Bohemia in Ceske Budejovice10.32725","open","1122","241","true","true"
"University of Szczecin (ID 7719)","University of Szczecin10.18276","open","4754","1810","true","true"
"University of Szeged (ID 5401)","University of Szeged10.14232","open","3041","1080","true","true"
"University of Technology, Baghdad (ID 18370)","University of Technology, Baghdad10.36041","open","115","407","true","true"
"University of Technology, Baghdad (ID 18370)","University of Technology, Baghdad10.36042","open","115","407","true","true"
"University of Technology, Baghdad (ID 18370)","University of Technology, Baghdad10.33103","open","115","407","true","true"
"University of Technology, Sydney (UTS) (ID 3097)","University of Technology, Sydney10.5130","open","3019","488","true","false"
"University of the Basque Country (ID 23435)","University of the Basque Country10.37261","open","2","12","true","true"
"University of Toronto Press Inc. (UTPress) (ID 1696)","University of Toronto Press Inc10.3138","open","130527","9669","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - American Studies Center10.36551","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Centre for Europe10.33067","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Department of Political Science and International Studies10.31971","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Applied Linguistics10.32612","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Economics Sciences10.33138","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Education10.32346","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of History10.35538","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Journalism, Information and Book Studies10.33077","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Law and Administration10.36389","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Management10.7172","limited","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Modern Languages10.7311","limited","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Oriental Studies10.32690","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Philosophy and Sociology10.14394","limited","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Polish Studies10.32798","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Polish Centre of Mediterranean Archaeology10.37343","open","6042","3744","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Warsaw University Press10.31338","open","6042","3744","true","true"
"University of Western Ontario, Western Libraries (ID 3175)","International Indigenous policy Journal10.18584","open","953","497","true","true"
"University of Western Ontario, Western Libraries (ID 3175)","University of Western Ontario, Western Libraries10.5206","limited","953","497","true","true"
"University of Westminster Press (ID 6588)","University of Westminster Press10.16997","open","770","347","true","true"
"University of Wisconsin Press (ID 1939)","University of Wisconsin Press10.3368","open","15905","797","true","false"
"University of Zagreb, Faculty of Science, Department of Biology (ID 23789)","University of Zagreb, Faculty of Science, Department of Biology10.37427","open","0","21","false","true"
"Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego (ID 10051)","Uniwersytet Jagiellonski â Wydawnictwo Uniwersytetu Jagiellonskiego10.23966","limited","2440","3255","true","true"
"Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego (ID 10051)","Uniwersytet Jagiellonski â€“ Wydawnictwo Uniwersytetu Jagiellonskiego10.4467","open","2440","3255","true","true"
"Uniwersytet Lodzki (University of Lodz) (ID 8044)","Uniwersytet Lodzki (University of Lodz)10.18778","open","7157","3075","true","true"
"Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences) (ID 7028)","Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences)10.17306","open","724","304","true","false"
"Uniwersytet Warminsko-Mazurski (ID 16792)","Uniwersytet Warminsko-Mazurski10.31648","open","771","1276","true","true"
"Uopen Journals (ID 7696)","Uopen Journals10.18352","open","9600","690","true","true"
"Ural Research Institute of Metrology (UNIIM) (ID 8493)","Ural Research Institute of Metrology (UNIIM)10.20915","open","18","32","false","true"
"Ural State Law University (ID 20013)","Ural State Law University10.34076","open","59","177","true","true"
"Urals State Agrarian University (ID 17550)","Urals State Agrarian University10.32417","open","0","293","false","true"
"USA Journal of Medical Research (ID 20792)","USA Journal of Medical Research10.35456","open","0","2","false","true"
"Uygulamali Yerbilimleri Dergisi (ID 12156)","Uygulamali Yerbilimleri Dergisi10.30706","open","5","14","true","true"
"V О Sukhomlynskyi Mykolaiv National University (ID 18891)","V ? Sukhomlynskyi Mykolaiv National University10.33310","open","0","173","false","true"
"V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs (ID 6518)","V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs10.15825","open","345","170","true","true"
"V.I. Vernadsky Institute of General and Inorganic Chemistry (ID 19349)","V.I. Vernadsky Institute of General and Inorganic Chemistry10.33609","open","0","90","false","true"
"V.I. Vernadsky Taurida National University (ID 18178)","V.I. Vernadsky Taurida National University10.32838","open","0","1219","false","true"
"V.M. Bekhterev National Research Medical Center for Psychiatry and Neurology (ID 16354)","V.M. Bekhterev National Research Medical Center for Psychiatry and Neurology10.31363","open","0","155","false","true"
"V.M. Glushkov Institute of Cybernetics (ID 20204)","V.M. Glushkov Institute of Cybernetics10.34229","open","0","11","false","true"
"Van Veterinary Journal (ID 22383)","Van Veterinary Journal10.36483","open","0","22","false","true"
"Vandana Publications (ID 16092)","Vandana Publications10.31033","open","1","353","false","true"
"Vasyl Stefanyk National Scientific Library of Ukraine in Lviv (ID 23471)","Vasyl Stefanyk National Scientific Library of Ukraine in Lviv10.37222","open","0","50","false","true"
"Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften (ID 9598)","Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften10.22331","open","43","272","true","true"
"Vereinigung zur Kritik der politischen Okonomie e.V. (ID 17258)","Vereinigung zur Kritik der politischen Okonomie e.V.10.32387","open","1623","120","true","true"
"Verlag Barbara Budrich GmbH (ID 7091)","Barbara Budrich Publishers10.3224","open","2798","1634","true","true"
"Verlag Dr. Albert Bartens KG (ID 22960)","Verlag Dr. Albert Bartens KG10.36961","open","363","84","true","true"
"Verlag Osterreich GmbH (ID 18634)","Verlag Osterreich GmbH10.33196","open","5174","3188","true","false"
"Veruscript (ID 9521)","Veruscript10.22261","open","6","17","true","true"
"Veterinary Journal of Ankara University (ID 19886)","Veterinary Journal of Ankara University10.33988","open","2756","179","false","true"
"Veterinary Pharmacology and Toxicology Association (ID 25271)","Veterinary Pharmacology and Toxicology Association10.38137","open","0","5","false","true"
"Veterinary World (ID 5308)","Veterinary World10.14202","open","1070","758","true","true"
"Veteriner Hekimler Dernegi Dergisi (ID 18707)","Veteriner Hekimler Dernegi Dergisi10.33188","open","0","32","false","true"
"VFAST (ID 8598)","VFAST10.21015","open","83","41","true","true"
"Victoria University of Wellington Library (ID 11224)","Victoria University of Wellington Library10.26686","open","3097","601","false","true"
"Victorian Health Promotion Foundation (ID 23216)","Victorian Health Promotion Foundation10.37309","open","0","14","false","true"
"Vilans (ID 22499)","Vilans10.36613","open","677","65","true","true"
"Vilnius Gediminas Technical University (ID 2209)","Vilnius Gediminas Technical University10.3846","open","11482","1934","true","true"
"Vilnius Gediminas Technical University (ID 2209)","Vilnius Gediminas Technical University10.20334","open","11482","1934","true","true"
"Vilnius University Press (ID 6097)","Vilnius University10.15388","open","12823","1934","true","true"
"Vilnius University Press (ID 6097)","Vilnius University Press - MIDAS Project10.18279","open","12823","1934","true","true"
"Vinnytsia National Agrarian University (ID 23322)","Vinnytsia National Agrarian University10.37128","open","0","283","false","true"
"Vinnytsia National Technical University (ID 16794)","Vinnytsia National Technical University10.31649","open","279","511","true","true"
"Virginia Tech Libraries (ID 8817)","Virginia Tech Libraries10.21061","open","2529","298","true","true"
"Virtus Interpress (ID 9787)","Virtus Interpress10.22495","open","3356","570","true","true"
"Visayas State University (ID 18225)","Visayas State University10.32945","open","253","52","true","true"
"Visual Communication Design of Unikom (ID 18977)","Visual Communication Design of Unikom10.33375","open","63","18","true","false"
"Volga Region Academy of Physical Culture, Sport and Tourism (ID 21843)","Volga Region Academy of Physical Culture, Sport and Tourism10.36028","open","0","34","false","true"
"Volga State University of Water Transport (ID 24909)","Volga State University of Water Transport10.37890","open","0","18","false","true"
